id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1519712433740386308,1519712433740386308,2022-04-28 18:17:33 Hora de verano romance,2022-04-28,18:17:33,+0200,2979740235,spaingeneration,Generation Spain,,"¡Gracias a todos por el día de hoy! 😍😍  De la mano de: @AccentureSpain , Bonus Studios, @Making_Science_ @SomosMiogroup , Silicon HR , y @TheBridge_Tech hemos podido acercar el futuro talento digital hacia el mundo laboral 🔝 🔝   #talent #empresas #marketing #BeGeneration  https://t.co/wLbzhtXb94",es,"[{'screen_name': 'accenturespain', 'name': 'accenture españa', 'id': '109316621'}, {'screen_name': 'making_science_', 'name': 'making science', 'id': '106118689'}, {'screen_name': 'somosmiogroup', 'name': 'somosmiogroup', 'id': '1379803017315299329'}, {'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",[],"['https://pbs.twimg.com/media/FRcaM5IWUAEt9j9.jpg', 'https://pbs.twimg.com/media/FRcaM5KXMAIL-Jz.jpg', 'https://pbs.twimg.com/media/FRcaM5IWYAE9fOQ.jpg', 'https://pbs.twimg.com/media/FRcaM6PXMAEERnK.jpg']",0,0,1,"['talent', 'empresas', 'marketing', 'begeneration']",[],https://twitter.com/spaingeneration/status/1519712433740386308,False,,1,https://pbs.twimg.com/media/FRcaM5IWUAEt9j9.jpg,,,,,,,[],,,,
1519706866703638529,1519706866703638529,2022-04-28 17:55:26 Hora de verano romance,2022-04-28,17:55:26,+0200,3294953441,jm_torralba_,Jose Maria Torralba,,En breve empezamos la charla sobre RV y Psicología! Todo ready! @TheBridge_Tech  https://t.co/lW3fvKhcGZ,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",[],['https://pbs.twimg.com/media/FRcVVWfXwAE5PER.jpg'],0,1,14,[],[],https://twitter.com/JM_Torralba_/status/1519706866703638529,False,,1,https://pbs.twimg.com/media/FRcVVWfXwAE5PER.jpg,,,,,,,[],,,,
1519432213061943303,1519432213061943303,2022-04-27 23:44:03 Hora de verano romance,2022-04-27,23:44:03,+0200,3294953441,jm_torralba_,Jose Maria Torralba,,Mañana estaré junto a @LucaMefisto en una mesa redonda en @TheBridge_Tech donde hablaremos de la relación que hay entre #psicologia y la #realidadvirtual. Pinta interesante!!…,es,"[{'screen_name': 'lucamefisto', 'name': 'luca mefisto', 'id': '301371727'}, {'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",[],[],0,1,6,"['psicologia', 'realidadvirtual']",[],https://twitter.com/JM_Torralba_/status/1519432213061943303,False,https://twitter.com/TheBridge_Tech/status/1517147713254526978,0,,,,,,,,[],,,,
1519359124219338752,1519359124219338752,2022-04-27 18:53:38 Hora de verano romance,2022-04-27,18:53:38,+0200,604485175,bertinha84,Berta Otero,,"Acabo de escuchar la charla de @kairos_ds en @TheBridge_Tech. Ahora que todo lo que tengo que aprender me abruma. Escuchar que si llego a la meta, me esperará una empresa así (ojalá), un equipo en el que se respire ese buen rollo y amor por el trabajo, me da fuerza para pelear",es,"[{'screen_name': 'kairos_ds', 'name': 'kairós ds', 'id': '4295874994'}, {'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",[],[],0,0,8,[],[],https://twitter.com/bertinha84/status/1519359124219338752,False,,0,,,,,,,,[],,,,
1519338659111178242,1519338364687765505,2022-04-27 17:32:18 Hora de verano romance,2022-04-27,17:32:18,+0200,53089020,gabinha,Gabiña,,@pmdr_1189 @TheBridge_Tech Lamentablemente,es,[],[],[],0,0,1,[],[],https://twitter.com/gabinha/status/1519338659111178242,False,,0,,,,,,,,"[{'screen_name': 'pmdr_1189', 'name': 'Paola D.', 'id': '35662075'}, {'screen_name': 'TheBridge_Tech', 'name': 'The Bridge', 'id': '1162694149956603904'}]",,,,
1519225678335459328,1519225678335459328,2022-04-27 10:03:22 Hora de verano romance,2022-04-27,10:03:22,+0200,431035304,irnmm,Irene M Morgado 🌈,,Esto es hoy!  Nos vemos en @TheBridge_Tech con @quierodata para hablar de crecimiento dentro de @kairos_ds 🧡,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}, {'screen_name': 'quierodata', 'name': 'inés huertas', 'id': '827646604509315072'}, {'screen_name': 'kairos_ds', 'name': 'kairós ds', 'id': '4295874994'}]",[],[],0,1,5,[],[],https://twitter.com/IrnMM/status/1519225678335459328,False,https://twitter.com/kairos_ds/status/1518967719516909568,0,,,,,,,,[],,,,
1519208638136602626,1518909298688077825,2022-04-27 08:55:39 Hora de verano romance,2022-04-27,08:55:39,+0200,1162694149956603904,thebridge_tech,The Bridge,,@burn_es Prueba de ello 📸🔥  https://t.co/7SWL2ionj3,es,[],[],"['https://pbs.twimg.com/media/FRVQIZ_XIAA04f9.jpg', 'https://pbs.twimg.com/media/FRVQKXEXoAALeMO.jpg']",0,1,2,[],[],https://twitter.com/TheBridge_Tech/status/1519208638136602626,False,,1,https://pbs.twimg.com/media/FRVQIZ_XIAA04f9.jpg,,,,,,,"[{'screen_name': 'burn_es', 'name': 'BURN España 🔥', 'id': '227327854'}]",,,,
1518967719516909568,1518967719516909568,2022-04-26 16:58:20 Hora de verano romance,2022-04-26,16:58:20,+0200,4295874994,kairos_ds,Kairós DS,,"Nuestra Head de Data &amp; IA @quierodata, estará mañana en las oficinas de @TheBridge_Tech, para hablar de las oportunidades de crecimiento profesional dentro de Kairós DS.🤩   @IrnMM la acompañará resolviendo cualquier duda sobre Kairós DS…   ¿Te veremos allí?🧡  #OrgulloKairós  https://t.co/0hUC9XkPxF",es,"[{'screen_name': 'quierodata', 'name': 'inés huertas', 'id': '827646604509315072'}, {'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}, {'screen_name': 'irnmm', 'name': 'irene m morgado 🌈', 'id': '431035304'}]",[],['https://pbs.twimg.com/media/FRR1Dd1X0AIxP0K.png'],0,5,7,['orgullokairós'],[],https://twitter.com/kairos_ds/status/1518967719516909568,False,,1,https://pbs.twimg.com/media/FRR1Dd1X0AIxP0K.png,,,,,,,[],,,,
1518963397701906433,1518963397701906433,2022-04-26 16:41:09 Hora de verano romance,2022-04-26,16:41:09,+0200,535255114,berrocalruben,Rubén Berrocal,,"Los compañeros de @TheBridge_Tech nos hablan de #softskills en IT, en #devspega junto a @flyncercom  El valor diferencial de todo profesional.  https://t.co/0On5h6N9hR",es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}, {'screen_name': 'flyncercom', 'name': 'flyncer', 'id': '1379439155806150656'}]",[],['https://pbs.twimg.com/tweet_video_thumb/FRRxHllXIAU5uBV.jpg'],0,0,0,"['softskills', 'devspega']",[],https://twitter.com/BerrocalRuben/status/1518963397701906433,False,,1,https://pbs.twimg.com/tweet_video_thumb/FRRxHllXIAU5uBV.jpg,,,,,,,[],,,,
1518910838987501570,1518910838987501570,2022-04-26 13:12:18 Hora de verano romance,2022-04-26,13:12:18,+0200,1978768458,cogitivalencia,COGITI Valencia,,#ESTAPASANDO Talento y competencias digitales #SP22 Inés Garcia @TheBridge_Tech Enric Montesa @COEV_COM Leticia Gonzalvez Directora marketing @sesamehr_ La competencia digital demandada en las empresas no son las básicas que todos tenemos.  https://t.co/orPM5iTbPE,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}, {'screen_name': 'coev_com', 'name': 'economistas valencia', 'id': '864474346022199298'}, {'screen_name': 'sesamehr_', 'name': 'sesame hr', 'id': '3195111599'}]",[],['https://pbs.twimg.com/media/FRRBO19WUAEmO4F.jpg'],1,0,3,"['estapasando', 'sp22']",[],https://twitter.com/COGITIValencia/status/1518910838987501570,False,,1,https://pbs.twimg.com/media/FRRBO19WUAEmO4F.jpg,,,,,,,[],,,,
